Method,User-Agent,host,content-type,url_domain,url_length,num_params,has_login,user_agent_length,content_type_length,has_suspicious_keywords,body_length,body_has_suspicious,param_entropy,num_param_names,body_special_char_count,requests_per_session,session_duration,mean_time_between_reqs,unique_endpoints,user_agent_changes,session_duration_z,session_duration_outlier,behavior_anomaly_score,behavioral_anomaly_flag,svm_anomaly_score,svm_anomaly_flag,true_label,predicted_label,top_features,top_feature_values
POST,PostmanRuntime/7.29.2,richards-mathis.com,multipart/form-data,secure.example.com,30,0,0,21,19,0,527,1,0.0,0,72,3,17.545866756762717,6.251724168798411,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.306;0.162;0.133
GET,curl/7.68.0,example.com,multipart/form-data,api.example.com,32,0,0,11,19,0,181,0,0.0,0,24,4,259.6608515802324,1.6551962313269175,4,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;session_duration,0.491;0.200;0.103
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,api.example.com,multipart/form-data,internal.local,29,0,0,91,19,0,144,0,0.0,0,11,3,321.92562703794334,4.659276384202578,7,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;session_duration,0.490;0.191;0.093
POST,PostmanRuntime/7.29.2,api.example.com,multipart/form-data,johnson.net,34,1,0,21,19,0,26,0,0.9999980000040001,1,6,3,36.135493620082215,14.352742118767338,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_length,-0.712;-0.390;-0.271
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,api.example.com,application/json,internal.local,56,1,0,91,16,0,72,0,0.9999990000010001,1,13,3,372.4463628353271,60.5476264857064,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.717;-0.307;-0.197
GET,PostmanRuntime/7.29.2,secure.example.com,multipart/form-data,api.example.com,38,1,0,21,19,0,73,0,0.9999980000040001,1,29,3,70.53558802813167,8.449966738225285,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.812;-0.367;-0.259
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,api.example.com,application/x-www-form-urlencoded,internal.local,61,1,0,84,33,1,264,1,0.9999980000040001,1,42,13,91.6696197140428,16.53256908120327,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.776;-0.276;-0.198
GET,Opera/9.97.(X11; Linux x86_64; ce-RU) Presto/2.9.186 Version/11.00,example.com,application/json,internal.local,63,1,0,66,16,1,58,1,0.7142846938790088,1,11,4,5.0,3.791140120331429,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.568;-0.221;-0.188
POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),secure.example.com,application/json,example.com,31,0,0,54,16,0,245,0,0.0,0,37,51,38.56432479496391,2.9067379247319702,11,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;content_type_length,0.440;0.190;-0.069
GET,curl/7.68.0,example.com,application/json,example.com,23,0,0,11,16,0,685,0,0.0,0,92,5,96.76599628632007,1.5180537026594028,3,1,0.0,0,0.0,0,0.0,0,malicious,benign,body_special_char_count;num_params;url_length,0.304;0.237;-0.180
GET,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.1),example.com,application/x-www-form-urlencoded,example.com,27,0,0,64,33,0,408,1,0.0,0,85,11,44.17805323489323,7.056256654727604,2,3,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.272;0.260;0.119
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,secure.example.com,multipart/form-data,secure.example.com,33,0,0,91,19,1,612,0,0.0,0,79,3,9.769726976172777,15.678556055684098,11,1,0.0,0,0.0,0,0.0,0,malicious,benign,body_special_char_count;num_params;mean_time_between_reqs,0.261;0.260;0.146
DELETE,PostmanRuntime/7.29.2,chavez-thompson.info,application/x-www-form-urlencoded,james.info,59,1,0,21,33,1,262,1,0.9999990000010001,1,40,49,269.18909899794363,8.107419485922765,1,3,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.785;-0.321;-0.222
POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,thompson.info,multipart/form-data,example.com,31,0,0,84,19,0,367,1,0.0,0,85,6,545.0574694390309,19.833025334279967,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;mean_time_between_reqs,0.322;0.264;0.138
DELETE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,secure.example.com,application/json,example.com,26,0,0,91,16,1,248,0,0.0,0,36,2,79.21710732687873,5.097691106080768,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;content_type_length,0.446;0.191;-0.066
POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),secure.example.com,application/json,secure.example.com,30,0,0,54,16,0,700,1,0.0,0,99,3,48.42415738197679,12.20249003626851,7,3,0.0,0,0.0,0,0.0,0,malicious,benign,body_special_char_count;num_params;param_entropy,0.287;0.277;0.124
GET,curl/7.68.0,cox.com,multipart/form-data,internal.local,62,1,0,11,19,1,201,1,0.9999983333361112,1,64,1,190.90492265990903,0.9968036145952176,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;url_length,-0.582;-0.235;-0.146
PATCH,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,brown-lambert.com,multipart/form-data,api.example.com,67,1,0,91,19,1,92,1,0.9999990000010001,1,21,64,22.28877849813056,2.728432249146524,3,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.699;-0.282;-0.169
GET,PostmanRuntime/7.29.2,secure.example.com,application/x-www-form-urlencoded,api.example.com,207,1,0,21,33,0,404,0,0.7142846938790088,1,74,1,322.7310334774297,17.987338250624443,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;url_length;body_special_char_count,-0.471;-0.245;0.224
POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,secure.example.com,multipart/form-data,secure.example.com,44,1,0,84,19,0,587,1,0.9999975000062501,1,73,2,111.83007499517352,19.81542707937642,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,body_special_char_count;num_params;param_entropy,0.549;-0.513;-0.180
GET,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_5; rv:1.9.4.20) Gecko/3425-01-21 14:31:43 Firefox/12.0,api.example.com,application/json,secure.example.com,30,0,0,100,16,0,149,0,0.0,0,13,3,5.0,3.185978497308939,6,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;body_special_char_count,0.422;0.190;-0.110
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,armstrong-miller.com,application/json,api.example.com,54,1,0,84,16,0,251,0,0.7142846938790088,1,38,1,119.1429184993004,5.826229997938837,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.608;-0.195;-0.185
POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,cherry.com,application/x-www-form-urlencoded,example.com,26,0,0,91,33,1,647,0,0.0,0,91,17,73.04447704256314,8.928217225970432,6,1,0.0,0,0.0,0,0.0,0,malicious,benign,body_special_char_count;num_params;param_entropy,0.279;0.275;0.123
GET,Mozilla/5.0 (Android 7.1; Mobile; rv:14.0) Gecko/14.0 Firefox/14.0,example.com,application/json,example.com,58,1,0,66,16,1,400,1,0.9999980000040001,1,63,4,6.207127252242511,0.5,6,2,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;url_length;param_entropy,-0.588;-0.263;-0.247
POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,example.com,application/x-www-form-urlencoded,api.example.com,40,1,0,84,33,0,29,0,0.9999975000062501,1,8,57,37.88539234085043,2.299657741780427,3,3,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.720;-0.352;-0.309
PUT,curl/7.68.0,internal.local,application/x-www-form-urlencoded,internal.local,29,0,0,11,33,1,363,1,0.0,0,84,3,100.5966091423733,0.5,4,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.303;0.275;0.116
GET,PostmanRuntime/7.29.2,internal.local,application/json,secure.example.com,213,1,0,21,16,0,520,0,0.9999990000010001,1,125,6,109.54926365122904,3.265967616308003,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;url_length,-0.481;0.326;-0.213
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,api.example.com,multipart/form-data,secure.example.com,56,1,0,91,19,0,257,0,0.9999983333361112,1,38,6,28.86251438436389,2.4605999040404463,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.685;-0.293;-0.188
GET,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/5.1),example.com,application/x-www-form-urlencoded,example.com,60,1,0,64,33,1,61,1,0.7142846938790088,1,20,8,87.34636472448699,2.295649142713213,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.710;-0.220;-0.178
GET,curl/7.68.0,internal.local,application/json,internal.local,56,1,0,11,16,0,40,0,0.9999990000010001,1,7,5,16.955305554356165,5.178778168398511,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.573;-0.310;-0.188
GET,Opera/8.14.(Windows NT 6.2; bn-IN) Presto/2.9.166 Version/10.00,berry.com,multipart/form-data,example.com,203,1,0,63,19,0,509,0,0.7142846938790088,1,115,58,328.91910423983217,2.003332643060921,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;url_length,-0.523;0.344;-0.233
POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,api.example.com,multipart/form-data,api.example.com,40,1,0,91,19,0,338,0,0.9999975000062501,1,57,58,81.7362708237242,9.187713826949109,6,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.813;-0.348;-0.278
POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),api.example.com,application/x-www-form-urlencoded,secure.example.com,33,0,0,54,33,0,361,1,0.0,0,85,2,15.172781895341291,2.0180698086455067,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.275;0.274;0.120
GET,curl/7.68.0,internal.local,application/json,wagner.net,39,1,0,11,16,1,43,1,0.9999980000040001,1,16,64,31.821498154758423,12.06663253817645,17,2,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.704;-0.378;-0.332
GET,curl/7.68.0,internal.local,multipart/form-data,reyes.biz,36,1,0,11,19,0,338,0,0.9999983333361112,1,57,46,20.751253096629927,2.870445077989823,2,4,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.813;-0.361;-0.277
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,internal.local,multipart/form-data,api.example.com,41,1,0,91,19,0,240,0,0.9999980000040001,1,39,1,128.652152123758,11.949715254320797,3,5,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.792;-0.319;-0.297
GET,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/58.0.827.0 Safari/535.0",internal.local,multipart/form-data,internal.local,34,0,0,119,19,0,392,1,0.0,0,85,1,12.766240621454454,0.5,4,1,0.0,0,0.0,0,0.0,0,malicious,benign,body_special_char_count;requests_per_session;num_params,0.266;-0.236;0.226
GET,Opera/9.71.(X11; Linux x86_64; rw-RW) Presto/2.9.163 Version/12.00,example.com,application/x-www-form-urlencoded,api.example.com,46,1,0,66,33,0,29,0,0.9999990000010001,1,8,3,8.127262075523523,0.5,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.661;-0.329;-0.312
GET,curl/7.68.0,example.com,application/x-www-form-urlencoded,gibson.com,38,1,0,11,33,0,37,0,0.9999990000010001,1,15,4,57.31556368077978,2.154628197561461,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.769;-0.370;-0.311
POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),mercer-thompson.com,application/json,internal.local,55,1,0,54,16,1,47,1,0.9999950000249999,1,9,12,49.77128817156744,1.9406650786286292,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;param_entropy,-0.597;-0.257;-0.256
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,internal.local,application/x-www-form-urlencoded,example.com,31,0,0,91,33,0,360,1,0.0,0,84,16,77.59285078594233,0.7253643160572745,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.280;0.277;0.118
POST,curl/7.68.0,secure.example.com,multipart/form-data,internal.local,69,1,0,11,19,1,58,1,0.9999980000040001,1,13,15,80.8148924376942,15.631389889606153,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.661;-0.272;-0.209
GET,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_8; rv:1.9.4.20) Gecko/4796-08-10 17:13:16 Firefox/3.6.5,api.example.com,multipart/form-data,api.example.com,38,1,0,100,19,0,242,0,0.9999950000249999,1,39,9,298.5324899134641,3.0156556666686325,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;param_entropy,-0.868;-0.280;-0.274
GET,PostmanRuntime/7.29.2,example.com,application/x-www-form-urlencoded,example.com,200,1,0,21,33,0,416,0,0.9999975000062501,1,74,13,54.70733973535643,1.175923809302403,3,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;param_entropy,-0.462;0.245;-0.193
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,example.com,application/x-www-form-urlencoded,internal.local,26,0,0,91,33,0,242,0,0.0,0,36,3,1362.6306579742648,3.130056895619175,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;session_duration,0.456;0.190;-0.121
PUT,curl/7.68.0,simpson.com,application/json,api.example.com,56,1,0,11,16,1,55,1,0.9999950000249999,1,12,25,76.80428404748413,1.8323519573143263,2,3,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.638;-0.259;-0.230
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),internal.local,application/json,api.example.com,32,0,0,54,16,0,71,0,0.0,0,15,1,127.25125922300788,7.654377342773175,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;requests_per_session;param_entropy,0.414;-0.270;0.178
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,internal.local,application/json,api.example.com,210,1,0,91,16,0,427,0,0.9999990000010001,1,109,2,1420.8949150128246,1.3655524903573166,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;url_length,-0.400;0.354;-0.293
POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,api.example.com,multipart/form-data,secure.example.com,55,1,0,84,19,0,172,1,0.9999980000040001,1,20,57,117.72420938007627,11.58557140105842,2,2,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.783;-0.290;-0.189
GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/114.0.0.0 Safari/537.36,secure.example.com,multipart/form-data,api.example.com,32,0,0,91,19,0,226,0,0.0,0,26,3,16.639472479273277,13.435881076498092,6,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;requests_per_session,0.458;0.191;0.064
GET,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9783-12-14 09:45:07 Firefox/3.8,example.com,multipart/form-data,secure.example.com,33,0,0,80,19,0,376,1,0.0,0,84,60,308.97938489731325,16.385642230823976,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;mean_time_between_reqs,0.325;0.272;0.145
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),example.com,application/json,example.com,67,1,0,54,16,1,271,1,0.9999983333361112,1,44,7,106.33145688197816,5.986296956796729,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.704;-0.272;-0.189
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,ramsey-wood.com,application/x-www-form-urlencoded,secure.example.com,64,1,0,84,33,1,121,1,0.9999975000062501,1,39,3,15.896117333027576,4.823030618159125,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.679;-0.270;-0.187
GET,PostmanRuntime/7.29.2,martin-yang.net,multipart/form-data,example.com,60,1,0,21,19,1,60,1,0.7142846938790088,1,11,4,9.398751527328308,7.273494022639281,3,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.606;-0.225;-0.196
POST,curl/7.68.0,internal.local,multipart/form-data,example.com,47,1,0,11,19,0,257,0,0.9999975000062501,1,38,2,11.876781623978308,4.8574313231559305,1,3,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.764;-0.311;-0.267
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,api.example.com,application/json,example.com,28,0,0,84,16,0,364,1,0.0,0,83,9,99.491073652465,4.008472607548495,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.284;0.272;0.119
GET,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.38.5 (KHTML, like Gecko) Version/4.0.2 Safari/531.38.5",hunt.org,multipart/form-data,secure.example.com,33,0,0,120,19,1,377,1,0.0,0,85,12,5.0,1.6174239028643325,4,1,0.0,0,0.0,0,0.0,0,malicious,benign,body_special_char_count;num_params;param_entropy,0.267;0.263;0.119
POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),example.com,application/x-www-form-urlencoded,secure.example.com,59,1,0,54,33,1,76,1,0.9999950000249999,1,24,4,35.18981893162705,0.5,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.721;-0.258;-0.189
GET,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/21.0.897.0 Safari/531.1",randall.biz,application/json,api.example.com,64,1,0,98,16,1,86,1,0.9999990000010001,1,23,2,12.027803781989425,15.37043360511008,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.684;-0.288;-0.172
GET,Opera/8.69.(X11; Linux i686; eu-ES) Presto/2.9.165 Version/12.00,api.example.com,application/json,secure.example.com,33,0,0,64,16,1,357,1,0.0,0,83,7,40.28451111039097,10.471158630651209,3,1,0.0,0,0.0,0,0.0,0,malicious,benign,body_special_char_count;num_params;param_entropy,0.277;0.257;0.121
PUT,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,example.com,multipart/form-data,walker.com,56,1,0,84,19,1,91,1,0.7142846938790088,1,12,8,5.089977518354051,4.268210494528804,5,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;param_entropy,-0.654;-0.228;-0.215
PUT,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,internal.local,application/json,secure.example.com,44,1,0,84,16,1,85,1,0.9999950000249999,1,31,5,83.48314687754967,2.959819996865864,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.809;-0.286;-0.274
GET,Mozilla/5.0 (Android 14; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,example.com,application/x-www-form-urlencoded,internal.local,30,0,0,65,33,0,643,0,0.0,0,89,3,94.2550720181024,38.87675071863105,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;body_special_char_count;param_entropy,0.307;0.235;0.126
POST,Opera/9.36.(X11; Linux x86_64; gl-ES) Presto/2.9.170 Version/10.00,internal.local,multipart/form-data,oliver.com,36,1,0,66,19,0,243,0,0.9999980000040001,1,39,15,5.0,0.6106519776193925,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.799;-0.361;-0.292
GET,curl/7.68.0,blanchard.org,application/x-www-form-urlencoded,internal.local,42,1,0,11,33,0,40,0,0.7142846938790088,1,17,2,35.634126114279056,13.62359071016801,4,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;param_entropy,-0.791;-0.272;-0.250
GET,curl/7.68.0,internal.local,application/json,ross.com,45,1,0,11,16,0,72,0,0.9999980000040001,1,13,3,257.6612108660195,11.574635748595178,5,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;body_special_char_count,-0.771;-0.350;-0.301
GET,curl/7.68.0,perry.com,multipart/form-data,internal.local,201,1,0,11,19,0,252,0,0.9999950000249999,1,60,1,72.11469985427772,0.5,1,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;param_entropy;requests_per_session,-0.499;-0.195;-0.092
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),fisher.com,application/x-www-form-urlencoded,parker-smith.com,45,1,0,54,33,1,43,1,0.9999980000040001,1,16,3,305.2267850684181,3.237131344501236,2,1,0.0,0,0.0,0,0.0,0,benign,malicious,num_params;body_special_char_count;param_entropy,-0.804;-0.338;-0.333
GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 Safari/605.1.15,internal.local,application/json,example.com,26,0,0,84,16,1,144,0,0.0,0,22,55,13.637761290867475,4.530674645818125,2,3,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;body_length,0.438;0.187;0.076
GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),example.com,application/json,api.example.com,32,0,0,54,16,0,119,0,0.0,0,11,1,343.1716035618514,10.836411962217593,2,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;requests_per_session;param_entropy,0.419;-0.270;0.168
GET,PostmanRuntime/7.29.2,internal.local,multipart/form-data,api.example.com,35,0,0,21,19,0,110,0,0.0,0,12,15,113.26711114894842,20.28561601365025,1,1,0.0,0,0.0,0,0.0,0,malicious,benign,num_params;param_entropy;mean_time_between_reqs,0.484;0.196;0.143
